order_id,customer_id,product_id,order_date,ship_date,quantity,unit_price,discount_pct
O0034129,C00433,P00348,2024-06-26,2024-07-02,8,603.79,0
O0034130,C00760,P00083,2024-01-25,2024-02-08,10,866.95,0
O0034131,C00952,P00319,2024-03-09,2024-03-18,8,1705.27,0.15
O0034132,C00202,P00065,2025-01-27,2025-02-04,5,152.96,0
O0034133,C00615,P00457,2024-01-13,2024-01-27,6,1474.53,0
O0034134,C00125,P00458,2024-12-24,2024-12-27,8,103.18,0
O0034135,C00976,P00156,2024-09-01,2024-09-14,9,1996.9,0
O0034136,C00952,P00406,2025-02-07,2025-02-07,3,924.18,0.2
O0034137,C00909,P00265,2024-09-28,2024-10-08,5,2075.25,0
O0034138,C00891,P00489,2024-09-22,2024-09-22,9,462.18,0.15
O0034139,C00787,P00167,2024-09-05,2024-09-07,8,1074.57,0.2
O0034140,C00756,P00296,2024-10-17,2024-10-17,9,2282.27,0.05
O0034141,C00201,P00451,2024-05-08,2024-05-10,3,1514.93,0
O0034142,C00665,P00138,2024-08-07,2024-08-07,5,1445.98,0
O0034143,C00142,P00056,2024-06-30,2024-07-10,2,1882.61,0.15
O0034144,C00159,P00108,2024-10-03,2024-10-11,1,1538.08,0.05
O0034145,C00067,P00065,2025-01-26,2025-01-28,3,2408.87,0.15
O0034146,C00686,P00353,2024-12-23,2025-01-06,2,829.5,0
O0034147,C00667,P00232,2024-12-31,2025-01-13,1,1898.66,0
O0034148,C00774,P00031,2024-12-20,2024-12-21,2,311.7,0
O0034149,C00764,P00076,2024-04-03,2024-04-11,7,2370.8,0
O0034150,C00723,P00349,2024-05-24,2024-05-26,8,2021.39,0.1
O0034151,C00034,P00194,2025-01-08,2025-01-14,2,685.91,0.2
O0034152,C00702,P00108,2024-08-09,2024-08-21,1,1218.58,0.2
O0034153,C00080,P00373,2024-07-26,2024-08-05,2,1515.46,0
O0034154,C00941,P00039,2024-09-10,2024-09-19,8,1395.31,0
O0034155,C00378,P00498,2024-07-16,2024-07-29,8,1935.61,0.15
O0034156,C00694,P00405,2024-05-30,2024-06-04,2,2056.04,0.05
O0034157,C00975,P00209,2024-04-18,2024-04-19,1,863.17,0.1
O0034158,C00188,P00427,2025-03-24,2025-03-25,6,854.59,0.15
O0034159,C00387,P00390,2024-04-05,2024-04-09,3,996.18,0.05
O0034160,C00863,P00333,2024-06-03,2024-06-12,7,1923.14,0
O0034161,C00558,P00039,2024-08-09,2024-08-09,4,301.26,0
O0034162,C00289,P00254,2024-10-05,2024-10-18,9,1858.31,0.2
O0034163,C00308,P00364,2024-05-23,2024-05-28,10,2041.81,0.1
O0034164,C00334,P00432,2024-03-24,2024-04-01,6,216.12,0
O0034165,C00591,P00178,2024-03-16,2024-03-22,4,525.0,0.15
O0034166,C00300,P00140,2025-03-08,2025-03-21,3,2103.98,0.05
O0034167,C00423,P00037,2025-02-14,2025-02-28,7,247.41,0
O0034168,C00964,P00030,2024-02-13,2024-02-22,5,253.47,0
O0034169,C00722,P00491,2025-02-20,2025-02-21,6,452.38,0
O0034170,C00933,P00012,2024-08-17,2024-08-17,9,1528.71,0.15
O0034171,C00695,P00237,2024-01-21,2024-01-25,8,1680.87,0.1
O0034172,C00845,P00038,2024-03-22,2024-03-31,6,2414.53,0.2
O0034173,C00223,P00496,2024-05-27,2024-05-30,9,1395.45,0.15
O0034174,C00085,P00255,2025-02-11,2025-02-11,8,913.16,0
O0034175,C00356,P00035,2024-07-24,2024-07-27,4,988.82,0
O0034176,C00775,P00186,2024-01-21,2024-02-02,1,2123.7,0.05
O0034177,C00081,P00396,2024-06-01,2024-06-01,1,836.98,0
O0034178,C00625,P00153,2025-01-28,2025-02-02,2,1702.35,0.05
O0034179,C00024,P00109,2024-08-23,2024-08-30,3,1577.51,0
O0034180,C00534,P00468,2025-02-22,2025-02-28,9,481.68,0.1
O0034181,C00431,P00001,2024-05-19,2024-05-24,2,1539.32,0.1
O0034182,C00376,P00022,2024-05-28,2024-06-11,9,1947.18,0.2
O0034183,C00143,P00011,2024-01-26,2024-02-02,1,2376.36,0
O0034184,C00278,P00333,2024-11-04,2024-11-08,3,2001.29,0
O0034185,C00167,P00037,2025-03-11,2025-03-23,10,2034.79,0.1
O0034186,C00484,P00458,2025-01-03,2025-01-16,4,2330.14,0
O0034187,C00534,P00183,2024-12-31,2025-01-09,1,1786.32,0.15
O0034188,C00660,P00280,2024-12-29,2025-01-06,5,971.47,0
O0034189,C00910,P00477,2024-08-09,2024-08-13,6,887.62,0.2
O0034190,C00792,P00295,2024-08-24,2024-09-01,7,1840.23,0
O0034191,C00989,P00282,2024-04-16,2024-04-29,6,214.88,0.05
O0034192,C00438,P00463,2024-11-24,2024-11-26,1,711.85,0.05
O0034193,C00182,P00393,2025-02-11,2025-02-17,2,2160.33,0
O0034194,C00992,P00229,2024-03-25,2024-03-27,2,526.57,0.1
O0034195,C00184,P00294,2025-01-31,2025-02-02,6,800.66,0
O0034196,C00443,P00490,2024-12-17,2024-12-31,1,2304.29,0
O0034197,C00985,P00010,2025-03-18,2025-03-22,6,2117.34,0.1
O0034198,C00728,P00385,2024-06-04,2024-06-13,9,1087.18,0
O0034199,C01000,P00299,2024-06-06,2024-06-10,8,2048.23,0
O0034200,C00915,P00383,2024-03-21,2024-04-03,10,1847.45,0.1
O0034201,C00583,P00397,2025-03-10,2025-03-19,7,1414.28,0
O0034202,C00142,P00096,2024-11-13,2024-11-21,3,2372.41,0.05
O0034203,C00841,P00088,2025-02-24,2025-02-27,5,2058.47,0.2
O0034204,C00178,P00146,2024-10-20,2024-10-25,7,2474.54,0.1
O0034205,C00931,P00226,2025-01-01,2025-01-13,6,970.3,0
O0034206,C00194,P00073,2024-01-16,2024-01-21,8,384.13,0.05
O0034207,C00133,P00448,2024-03-11,2024-03-21,7,1803.87,0
O0034208,C00514,P00321,2024-08-16,2024-08-22,3,1043.45,0.2
O0034209,C00662,P00329,2024-01-25,2024-01-26,1,335.94,0
O0034210,C00570,P00369,2024-12-04,2024-12-05,1,2103.17,0
O0034211,C00797,P00424,2024-01-15,2024-01-19,1,463.0,0.15
O0034212,C00514,P00191,2024-11-05,2024-11-10,4,514.97,0.05
O0034213,C00335,P00099,2025-02-21,2025-03-05,4,1945.56,0.05
O0034214,C00489,P00081,2024-06-28,2024-07-07,6,1321.86,0
O0034215,C00665,P00333,2024-09-24,2024-10-01,8,1999.48,0.05
O0034216,C00499,P00396,2024-12-05,2024-12-07,8,271.74,0.05
O0034217,C00030,P00163,2024-09-06,2024-09-19,3,793.4,0
O0034218,C00143,P00278,2024-06-28,2024-07-05,4,648.59,0
O0034219,C00103,P00077,2024-01-29,2024-02-08,4,273.41,0
O0034220,C00136,P00042,2025-02-20,2025-02-27,4,2121.97,0
O0034221,C00182,P00159,2024-06-14,2024-06-26,1,579.34,0.1
O0034222,C00167,P00490,2024-07-16,2024-07-30,6,1323.87,0.05
O0034223,C00039,P00298,2025-02-20,2025-02-24,10,1491.66,0.2
O0034224,C00079,P00135,2024-04-15,2024-04-16,5,2408.35,0
O0034225,C00135,P00164,2024-02-27,2024-02-29,6,1213.51,0
O0034226,C00344,P00044,2024-04-01,2024-04-11,7,598.4,0.1
O0034227,C00622,P00290,2024-04-16,2024-04-24,4,1993.96,0
O0034228,C00684,P00172,2025-02-19,2025-02-21,5,814.58,0
O0034229,C00374,P00229,2024-02-09,2024-02-15,8,70.94,0.1
O0034230,C00634,P00476,2024-03-12,2024-03-22,1,2293.78,0
O0034231,C00360,P00233,2024-01-04,2024-01-05,7,741.42,0.2
O0034232,C00045,P00013,2024-04-04,2024-04-15,7,575.49,0
O0034233,C00946,P00096,2024-01-07,2024-01-20,4,1961.63,0
O0034234,C00158,P00445,2024-11-17,2024-11-28,5,2457.55,0.15
O0034235,C00757,P00014,2024-03-12,2024-03-15,6,666.66,0.05
O0034236,C00773,P00364,2024-10-15,2024-10-25,8,469.12,0.05
O0034237,C00632,P00105,2024-07-31,2024-08-04,10,389.33,0
O0034238,C00161,P00489,2024-01-31,2024-02-05,2,2110.92,0.05
O0034239,C00903,P00219,2024-04-28,2024-05-10,7,1922.76,0
O0034240,C00321,P00217,2024-08-19,2024-09-02,6,913.66,0.15
O0034241,C00981,P00143,2024-10-04,2024-10-14,4,1174.89,0
O0034242,C00996,P00003,2024-11-22,2024-11-27,9,742.84,0
O0034243,C00295,P00089,2024-03-16,2024-03-25,1,2125.66,0.1
O0034244,C00905,P00500,2024-03-18,2024-03-29,6,1584.21,0
O0034245,C00709,P00345,2024-09-06,2024-09-11,3,391.43,0.05
O0034246,C00411,P00209,2024-10-18,2024-10-18,10,1442.95,0.1
O0034247,C00290,P00041,2024-12-14,2024-12-26,3,347.42,0
O0034248,C00806,P00468,2024-03-26,2024-03-31,10,386.46,0
O0034249,C00403,P00137,2024-05-01,2024-05-02,8,2113.5,0.2
O0034250,C00509,P00285,2024-08-02,2024-08-08,6,1917.01,0
O0034251,C00782,P00205,2024-01-05,2024-01-12,9,1779.34,0.15
O0034252,C00257,P00057,2024-10-09,2024-10-16,2,662.4,0.1
O0034253,C00499,P00230,2024-02-20,2024-02-25,10,939.18,0.2
O0034254,C00404,P00286,2024-01-22,2024-02-04,10,2387.09,0.05
O0034255,C00955,P00138,2024-06-03,2024-06-11,7,1865.36,0.1
O0034256,C00822,P00239,2024-12-12,2024-12-12,10,937.7,0.1
O0034257,C00866,P00281,2024-08-31,2024-09-09,2,1148.86,0
O0034258,C00417,P00268,2024-08-09,2024-08-15,10,964.83,0.15
O0034259,C00533,P00382,2024-03-17,2024-03-20,8,820.6,0.1
O0034260,C00151,P00396,2025-03-24,2025-03-31,4,1667.09,0
O0034261,C00783,P00413,2025-02-18,2025-02-26,1,1492.81,0.05
O0034262,C00991,P00440,2024-02-26,2024-03-09,8,1051.41,0
O0034263,C00499,P00061,2024-06-27,2024-07-09,2,249.78,0
O0034264,C00414,P00307,2025-01-13,2025-01-17,10,2161.44,0
O0034265,C00231,P00395,2025-01-15,2025-01-26,10,1337.43,0.2
O0034266,C00744,P00203,2024-07-25,2024-08-07,3,1778.17,0.15
O0034267,C00503,P00064,2024-08-19,2024-09-01,6,1680.72,0.05
O0034268,C00947,P00284,2024-11-27,2024-11-28,7,343.02,0
O0034269,C00480,P00294,2024-03-08,2024-03-19,5,2254.36,0.1
O0034270,C00911,P00010,2025-02-12,2025-02-21,10,1111.43,0
O0034271,C00152,P00123,2024-03-21,2024-03-29,5,2266.27,0.05
O0034272,C00235,P00156,2025-01-22,2025-02-01,10,516.34,0.2
O0034273,C00383,P00472,2024-10-08,2024-10-13,6,237.16,0
O0034274,C00200,P00456,2024-07-09,2024-07-14,1,876.49,0.15
O0034275,C00728,P00039,2025-03-18,2025-03-20,9,92.78,0.15
O0034276,C00714,P00347,2025-01-17,2025-01-23,7,2470.41,0
O0034277,C00988,P00277,2024-06-15,2024-06-27,2,273.3,0.15
O0034278,C00194,P00100,2024-11-04,2024-11-06,10,766.74,0.1
O0034279,C00782,P00203,2024-06-24,2024-07-01,3,70.82,0.15
O0034280,C00724,P00181,2024-01-07,2024-01-09,1,1981.84,0.2
O0034281,C00521,P00177,2024-03-30,2024-04-13,5,215.04,0.1
O0034282,C00646,P00344,2024-03-15,2024-03-25,1,1952.82,0.2
O0034283,C00315,P00025,2024-07-12,2024-07-19,6,1810.43,0.1
O0034284,C00023,P00205,2024-02-09,2024-02-16,1,739.6,0
O0034285,C00097,P00269,2024-09-23,2024-09-24,6,1822.45,0
O0034286,C00680,P00408,2024-03-27,2024-04-10,2,875.58,0.2
O0034287,C00754,P00442,2024-12-19,2024-12-19,3,2176.19,0.2
O0034288,C00560,P00398,2025-03-09,2025-03-16,6,1041.92,0
O0034289,C00643,P00163,2024-03-20,2024-03-30,2,571.48,0.05
O0034290,C00911,P00291,2024-09-02,2024-09-15,3,1116.76,0.15
O0034291,C00332,P00474,2024-12-13,2024-12-21,1,2253.24,0
O0034292,C00154,P00414,2024-01-25,2024-01-28,10,1056.83,0
O0034293,C00370,P00307,2024-02-16,2024-02-17,7,1564.97,0
O0034294,C00933,P00080,2024-06-11,2024-06-11,1,2499.87,0.2
O0034295,C00050,P00284,2025-03-07,2025-03-07,2,1942.47,0.2
O0034296,C00198,P00282,2024-06-23,2024-06-30,5,161.86,0
O0034297,C00435,P00211,2025-02-17,2025-02-20,10,914.19,0.2
O0034298,C00910,P00091,2024-02-10,2024-02-16,1,169.72,0.2
O0034299,C00729,P00251,2025-01-31,2025-02-07,4,1241.76,0.15
O0034300,C00185,P00302,2024-12-22,2024-12-22,3,1024.35,0
O0034301,C00449,P00124,2024-01-17,2024-01-23,6,975.91,0.05
O0034302,C00143,P00042,2024-08-26,2024-09-05,1,695.39,0.05
O0034303,C00877,P00371,2024-07-01,2024-07-09,2,1136.32,0.2
O0034304,C00216,P00249,2024-04-07,2024-04-21,8,667.1,0
O0034305,C00274,P00482,2024-10-29,2024-11-08,8,2047.71,0
O0034306,C00162,P00317,2024-01-22,2024-01-23,2,956.67,0.15
O0034307,C00541,P00483,2024-05-23,2024-05-27,2,761.16,0.05
O0034308,C00439,P00008,2024-11-26,2024-12-08,6,2100.32,0
O0034309,C00648,P00078,2024-11-09,2024-11-17,1,1034.35,0.15
O0034310,C00412,P00480,2024-12-25,2025-01-05,8,1729.0,0
O0034311,C00415,P00309,2024-01-11,2024-01-17,3,1940.84,0.1
O0034312,C00634,P00457,2024-08-30,2024-09-04,9,389.41,0
O0034313,C00505,P00249,2024-06-19,2024-06-24,1,1618.44,0
O0034314,C00576,P00245,2024-02-05,2024-02-07,4,1881.9,0.1
O0034315,C00523,P00042,2025-02-05,2025-02-16,6,463.41,0.15
O0034316,C00493,P00045,2024-06-17,2024-07-01,7,323.92,0
O0034317,C00213,P00304,2024-04-22,2024-04-29,5,130.85,0
O0034318,C00488,P00043,2024-02-11,2024-02-13,7,2432.1,0.05
O0034319,C00302,P00099,2024-08-21,2024-09-03,7,364.32,0
O0034320,C00168,P00065,2024-02-29,2024-03-01,4,1465.43,0
O0034321,C00482,P00119,2025-01-17,2025-01-31,2,2101.96,0
O0034322,C00908,P00486,2025-02-05,2025-02-14,10,1672.75,0
O0034323,C00112,P00225,2024-01-17,2024-01-26,6,1277.57,0
O0034324,C00054,P00421,2024-03-31,2024-04-09,2,2007.39,0
O0034325,C00008,P00485,2024-05-02,2024-05-15,2,1380.06,0.05
O0034326,C00926,P00348,2024-12-01,2024-12-13,4,2378.58,0.15
O0034327,C00511,P00323,2025-02-08,2025-02-13,6,2022.67,0
O0034328,C00285,P00039,2024-10-05,2024-10-11,2,252.2,0.05
O0034329,C00906,P00331,2025-02-15,2025-02-17,5,1282.97,0
O0034330,C00097,P00431,2024-01-06,2024-01-17,5,653.36,0.15
O0034331,C00849,P00349,2024-04-14,2024-04-23,4,1160.13,0.1
O0034332,C00650,P00263,2025-02-09,2025-02-20,2,401.33,0
O0034333,C00257,P00385,2024-11-08,2024-11-10,1,1824.07,0.1
O0034334,C00220,P00143,2024-07-19,2024-07-24,5,2163.52,0.15
O0034335,C00086,P00382,2025-02-22,2025-02-28,1,173.67,0
O0034336,C00236,P00173,2024-05-10,2024-05-16,6,1966.01,0.1
O0034337,C00726,P00406,2025-01-25,2025-01-31,10,1757.06,0
O0034338,C00307,P00369,2024-05-13,2024-05-16,8,514.21,0
O0034339,C00916,P00034,2024-12-13,2024-12-22,5,688.71,0
O0034340,C00962,P00452,2024-04-14,2024-04-18,5,656.52,0.05
O0034341,C00082,P00222,2024-11-14,2024-11-26,3,525.85,0.05
O0034342,C00409,P00243,2024-09-03,2024-09-03,6,1641.41,0.2
O0034343,C00588,P00465,2024-03-05,2024-03-11,9,1986.63,0
O0034344,C00553,P00257,2024-07-21,2024-07-29,3,1194.6,0
O0034345,C00684,P00110,2024-10-07,2024-10-20,2,2453.59,0.2
O0034346,C00218,P00230,2025-01-19,2025-01-31,6,1343.17,0.1
O0034347,C00963,P00382,2024-09-01,2024-09-02,4,169.93,0
O0034348,C00185,P00396,2025-02-19,2025-02-21,3,525.57,0.2
O0034349,C00169,P00315,2024-08-08,2024-08-11,6,608.28,0.2
O0034350,C00375,P00329,2025-01-04,2025-01-06,7,2154.95,0
O0034351,C00454,P00057,2024-05-09,2024-05-20,7,1639.85,0
O0034352,C00694,P00271,2024-08-30,2024-08-30,4,1177.83,0.2
O0034353,C00391,P00248,2025-02-12,2025-02-16,2,2348.39,0
O0034354,C00793,P00058,2024-01-14,2024-01-17,2,1735.66,0
O0034355,C00032,P00371,2024-01-04,2024-01-13,2,121.41,0.05
O0034356,C00723,P00483,2024-04-27,2024-04-28,3,1450.55,0
O0034357,C00612,P00326,2024-01-19,2024-02-02,7,627.71,0
O0034358,C00969,P00031,2025-02-26,2025-03-10,7,1036.93,0.2
O0034359,C00005,P00193,2024-07-16,2024-07-30,7,808.01,0.05
O0034360,C00985,P00488,2024-10-30,2024-11-02,10,1241.6,0
O0034361,C00069,P00305,2025-03-14,2025-03-17,6,1455.17,0.1
O0034362,C00897,P00311,2024-04-25,2024-05-02,7,2219.1,0.05
O0034363,C00189,P00376,2024-03-17,2024-03-21,1,2272.69,0.2
O0034364,C00876,P00301,2024-04-22,2024-05-03,7,2445.02,0.2
O0034365,C00671,P00430,2025-02-18,2025-02-24,6,1241.65,0.1
O0034366,C00969,P00124,2025-01-01,2025-01-10,7,799.3,0.15
O0034367,C00015,P00364,2024-10-07,2024-10-21,5,132.93,0.15
O0034368,C00961,P00052,2025-01-15,2025-01-21,1,2418.9,0.15
O0034369,C00876,P00369,2024-12-03,2024-12-06,1,1311.79,0.15
O0034370,C00780,P00033,2024-10-14,2024-10-16,2,1969.75,0
O0034371,C00061,P00303,2024-06-21,2024-07-01,2,623.69,0.2
O0034372,C00851,P00248,2024-07-23,2024-08-03,7,1402.11,0
O0034373,C00154,P00228,2024-02-21,2024-02-27,2,1730.37,0
O0034374,C00753,P00478,2024-02-02,2024-02-09,7,716.64,0
O0034375,C00303,P00151,2024-01-26,2024-02-07,4,2202.77,0
O0034376,C00351,P00292,2024-08-25,2024-08-28,2,285.93,0.1
O0034377,C00659,P00331,2024-02-21,2024-02-26,9,1908.4,0
O0034378,C00411,P00482,2024-12-30,2025-01-11,3,2340.26,0
O0034379,C00552,P00420,2024-06-29,2024-07-07,6,2473.28,0.05
O0034380,C00677,P00466,2024-01-13,2024-01-22,9,2366.72,0
O0034381,C00552,P00145,2024-09-16,2024-09-28,9,1523.49,0
O0034382,C00212,P00178,2024-10-13,2024-10-27,9,1534.14,0.05
O0034383,C00803,P00343,2024-07-26,2024-07-28,5,1516.67,0.2
O0034384,C00016,P00058,2024-01-10,2024-01-10,1,1381.82,0
O0034385,C00888,P00330,2024-05-14,2024-05-14,6,2107.55,0.15
O0034386,C00707,P00292,2024-12-16,2024-12-17,8,424.27,0.1
O0034387,C00400,P00027,2024-08-07,2024-08-11,9,1589.19,0.05
O0034388,C00849,P00161,2024-03-17,2024-03-21,9,2199.63,0.2
O0034389,C00622,P00021,2024-01-19,2024-02-01,2,487.4,0.05
O0034390,C00902,P00368,2024-10-22,2024-11-04,3,760.36,0
O0034391,C00725,P00500,2024-06-03,2024-06-03,5,711.98,0.2
O0034392,C00001,P00160,2024-06-16,2024-06-29,5,1169.63,0
O0034393,C00286,P00404,2025-01-20,2025-02-02,4,390.22,0.05
O0034394,C00313,P00321,2024-07-04,2024-07-15,3,2030.7,0.1
O0034395,C00942,P00095,2024-02-15,2024-02-24,3,607.96,0
O0034396,C00183,P00198,2024-11-04,2024-11-08,3,1199.0,0
O0034397,C00261,P00077,2025-03-02,2025-03-04,6,672.37,0
O0034398,C00272,P00182,2024-02-11,2024-02-11,10,436.11,0.05
O0034399,C00325,P00163,2024-07-22,2024-07-25,8,2299.93,0
O0034400,C00016,P00085,2024-07-15,2024-07-15,9,2380.5,0.05
O0034401,C00601,P00328,2024-03-17,2024-03-17,4,415.79,0
O0034402,C00850,P00289,2024-07-14,2024-07-28,6,801.42,0
O0034403,C00251,P00335,2024-09-06,2024-09-08,4,607.89,0
O0034404,C00708,P00363,2025-03-19,2025-03-26,4,842.77,0.15
O0034405,C00564,P00007,2024-12-22,2024-12-26,7,2350.2,0
O0034406,C00053,P00424,2024-03-11,2024-03-16,5,928.53,0.05
O0034407,C00993,P00453,2024-02-19,2024-03-04,6,307.79,0
O0034408,C00620,P00285,2024-12-29,2025-01-10,4,1805.45,0
O0034409,C00834,P00085,2024-02-02,2024-02-02,8,1619.94,0.15
O0034410,C00915,P00333,2025-03-19,2025-03-30,10,2139.43,0.05
O0034411,C00138,P00020,2024-01-20,2024-02-03,2,16.65,0
O0034412,C00694,P00333,2024-08-06,2024-08-10,8,2490.07,0
O0034413,C00330,P00478,2024-12-21,2024-12-31,10,1439.54,0
O0034414,C00500,P00483,2025-02-20,2025-02-27,4,874.51,0
O0034415,C00459,P00055,2024-11-13,2024-11-23,9,1906.24,0
O0034416,C00177,P00050,2024-02-21,2024-02-29,1,923.57,0
O0034417,C00099,P00013,2024-12-06,2024-12-15,1,752.94,0
O0034418,C00848,P00114,2024-12-08,2024-12-14,1,2183.26,0
O0034419,C00643,P00389,2025-03-04,2025-03-18,6,1938.93,0
O0034420,C00657,P00277,2024-03-09,2024-03-17,10,911.5,0
O0034421,C00699,P00248,2024-11-04,2024-11-12,1,361.18,0.1
O0034422,C00106,P00296,2024-07-20,2024-07-23,5,61.88,0
O0034423,C00009,P00275,2024-04-19,2024-05-02,2,2436.32,0.2
O0034424,C00704,P00069,2024-03-23,2024-03-26,4,55.2,0.05
O0034425,C00380,P00237,2025-01-27,2025-02-07,3,1843.05,0
O0034426,C00484,P00143,2024-01-25,2024-01-29,3,467.27,0
O0034427,C00587,P00012,2024-02-16,2024-02-23,3,364.96,0.1
O0034428,C00948,P00015,2024-10-06,2024-10-20,8,321.69,0
O0034429,C00259,P00485,2024-09-27,2024-10-03,7,528.39,0.15
O0034430,C00171,P00408,2024-11-05,2024-11-19,3,1410.77,0.2
O0034431,C00584,P00057,2024-07-08,2024-07-18,10,1365.65,0.15
O0034432,C00121,P00077,2024-11-27,2024-12-10,5,1855.85,0
O0034433,C00093,P00164,2024-09-18,2024-09-20,2,2085.39,0.15
O0034434,C00196,P00023,2024-12-02,2024-12-09,5,1575.33,0
O0034435,C00891,P00230,2024-11-17,2024-11-25,5,1445.03,0.1
O0034436,C00449,P00080,2024-11-15,2024-11-21,10,1065.86,0.2
O0034437,C00960,P00061,2025-03-12,2025-03-21,3,815.5,0
O0034438,C00354,P00183,2024-06-29,2024-07-01,4,1971.15,0.1
O0034439,C00535,P00417,2024-06-20,2024-06-29,10,2394.16,0.15
O0034440,C00676,P00419,2024-10-23,2024-10-31,5,177.32,0.05
O0034441,C00254,P00099,2024-08-15,2024-08-25,6,2129.29,0.15
O0034442,C00972,P00387,2025-02-04,2025-02-04,3,2479.03,0
O0034443,C00349,P00253,2024-04-26,2024-05-10,9,2369.94,0
O0034444,C00037,P00492,2024-07-16,2024-07-30,10,794.39,0
O0034445,C00421,P00265,2024-06-06,2024-06-09,7,257.41,0
O0034446,C00798,P00173,2024-04-23,2024-05-04,7,1312.02,0
O0034447,C00214,P00148,2024-10-16,2024-10-27,5,2339.75,0
O0034448,C00956,P00373,2025-01-25,2025-01-31,3,2392.7,0.2
O0034449,C00782,P00161,2024-01-07,2024-01-07,10,43.27,0.1
O0034450,C00788,P00452,2024-07-15,2024-07-15,6,1395.11,0.1
O0034451,C00687,P00288,2024-11-09,2024-11-10,6,2061.43,0.2
O0034452,C00962,P00183,2024-10-27,2024-10-30,6,72.64,0.15
O0034453,C00994,P00054,2024-12-25,2024-12-31,10,2168.26,0
O0034454,C00427,P00071,2024-10-27,2024-11-07,1,2212.81,0
O0034455,C00561,P00367,2024-04-03,2024-04-16,9,654.56,0.15
O0034456,C00993,P00362,2024-01-01,2024-01-13,4,2385.59,0.15
O0034457,C00072,P00341,2025-02-18,2025-03-02,7,538.92,0.1
O0034458,C00136,P00350,2024-08-29,2024-09-06,10,288.26,0
O0034459,C00335,P00033,2025-01-02,2025-01-03,2,2082.33,0.1
O0034460,C00850,P00195,2024-07-29,2024-08-07,5,1537.69,0.15
O0034461,C00900,P00439,2024-08-29,2024-08-29,3,535.01,0.2
O0034462,C00939,P00253,2025-02-13,2025-02-23,10,219.09,0
O0034463,C00994,P00431,2025-02-06,2025-02-18,2,1883.99,0.15
O0034464,C00760,P00079,2024-05-07,2024-05-14,1,918.68,0
O0034465,C00531,P00226,2024-11-20,2024-11-25,3,1244.64,0.1
O0034466,C00084,P00425,2024-09-09,2024-09-15,1,1289.64,0
O0034467,C00755,P00371,2024-10-30,2024-11-01,7,2286.15,0
O0034468,C00477,P00040,2024-11-16,2024-11-26,5,1119.23,0.2
O0034469,C00016,P00342,2024-06-24,2024-06-24,3,651.34,0.05
O0034470,C00627,P00192,2024-08-04,2024-08-09,2,2131.96,0.2
O0034471,C00317,P00373,2024-01-21,2024-01-23,2,1969.47,0
O0034472,C00554,P00381,2024-07-23,2024-08-04,8,144.06,0
O0034473,C00636,P00007,2024-04-03,2024-04-12,1,1413.49,0.15
O0034474,C00630,P00201,2024-12-09,2024-12-12,8,48.81,0
O0034475,C00134,P00142,2024-09-04,2024-09-07,9,141.45,0
O0034476,C00539,P00264,2024-05-15,2024-05-24,9,1229.92,0.05
O0034477,C00312,P00174,2024-06-06,2024-06-10,2,112.59,0.05
O0034478,C00271,P00022,2024-12-26,2024-12-30,1,577.84,0
O0034479,C00611,P00220,2024-03-22,2024-03-30,2,801.56,0.1
O0034480,C00482,P00137,2024-05-25,2024-06-06,10,1421.45,0
O0034481,C00166,P00224,2024-03-06,2024-03-06,8,2022.85,0.15
O0034482,C00996,P00281,2024-10-16,2024-10-20,8,1035.23,0
O0034483,C00601,P00456,2024-06-03,2024-06-07,10,741.7,0
O0034484,C00252,P00437,2024-06-18,2024-06-28,4,2027.4,0
O0034485,C00314,P00102,2024-02-27,2024-03-05,5,698.24,0.2
O0034486,C00425,P00320,2024-11-09,2024-11-16,8,1814.89,0
O0034487,C00596,P00409,2025-02-17,2025-02-27,4,2204.24,0
O0034488,C00991,P00091,2025-03-22,2025-04-02,5,762.54,0
O0034489,C00824,P00001,2024-09-01,2024-09-06,1,1095.72,0.1
O0034490,C00363,P00238,2024-07-27,2024-07-31,3,838.22,0.1
O0034491,C00897,P00391,2025-01-03,2025-01-12,7,729.49,0.15
O0034492,C00576,P00391,2025-02-12,2025-02-24,9,895.84,0
O0034493,C00403,P00383,2024-04-08,2024-04-18,4,245.64,0
O0034494,C00604,P00276,2024-09-06,2024-09-10,10,2338.37,0
O0034495,C00549,P00143,2024-07-19,2024-07-25,1,1627.98,0.2
O0034496,C00406,P00100,2024-07-31,2024-08-12,4,91.94,0
O0034497,C00692,P00404,2024-07-28,2024-07-28,6,679.51,0
O0034498,C00335,P00214,2024-02-02,2024-02-12,10,723.46,0.1
O0034499,C00527,P00471,2024-12-24,2024-12-31,6,1556.61,0
O0034500,C00851,P00489,2024-02-18,2024-02-23,10,267.22,0.1
O0034501,C00761,P00332,2024-08-16,2024-08-27,3,1707.34,0
O0034502,C00106,P00063,2025-01-16,2025-01-21,5,2276.17,0.15
O0034503,C00582,P00481,2024-08-03,2024-08-03,5,1567.35,0.15
O0034504,C00365,P00282,2024-11-12,2024-11-26,2,70.01,0.2
O0034505,C00213,P00355,2024-01-05,2024-01-16,6,2122.0,0
O0034506,C00841,P00127,2024-04-19,2024-05-01,3,594.96,0
O0034507,C00746,P00468,2024-10-26,2024-10-30,4,1630.65,0.1
O0034508,C00486,P00433,2024-03-05,2024-03-19,9,1499.87,0.15
O0034509,C00585,P00406,2024-07-02,2024-07-14,1,361.44,0.15
